Snapshot,x,y
81,715,625
81,1173,774
81,909,660
81,824,512
81,807,755
81,1247,676
81,531,460
81,562,546
81,626,443
81,968,458
81,241,506
81,1139,583
81,240,514
81,342,472
81,1131,455
81,561,524
81,858,383
81,600,335
81,1137,556
81,355,485
81,1146,395
81,1053,381
81,810,384
81,346,469
81,917,288
81,1098,354
81,1178,321
81,555,738
82,586,716
82,1161,880
82,528,472
82,402,582
82,750,614
82,823,513
82,1227,721
82,670,434
82,508,393
82,919,490
82,1125,555
82,1226,753
82,1000,420
82,1043,393
82,368,616
82,1100,404
82,1126,458
82,1172,325
82,821,269
82,388,640
82,1209,746
82,642,309
82,1111,307
82,692,373
82,1096,432
82,1173,369
82,509,437
83,475,543
83,759,806
83,529,474
83,290,488
83,841,564
83,591,492
83,1166,798
83,639,482
83,818,481
83,1008,415
83,1099,482
83,556,377
83,1131,558
83,602,327
83,935,305
83,1227,311
83,876,360
83,1147,328
83,1100,383
83,1268,451
84,419,575
84,1101,933
84,513,558
84,1235,610
84,563,546
84,600,485
84,973,446
84,829,482
84,488,396
84,1140,581
84,525,457
84,833,400
84,672,415
84,1021,409
84,387,490
84,1113,471
84,1047,384
84,487,415
84,870,364
84,356,480
84,1159,341
84,581,350
84,905,338
84,1128,384
84,630,328
84,1088,369
84,1137,289
84,969,288
85,442,580
85,1166,764
85,531,472
85,1136,847
85,1235,588
85,755,591
85,1063,531
85,1156,594
85,459,450
85,374,445
85,579,531
85,289,496
85,639,483
85,964,450
85,829,482
85,1015,409
85,1116,452
85,847,369
85,692,408
85,1060,378
85,682,404
85,1123,325
85,1231,309
85,1153,358
85,441,414
85,1149,408
85,584,351
86,1099,915
86,1179,766
86,745,596
86,379,598
86,900,730
86,939,631
86,572,525
86,488,601
86,531,710
86,520,468
86,959,454
86,507,393
86,266,508
86,666,416
86,436,529
86,641,475
86,1090,347
86,827,481
86,432,429
86,449,530
86,1131,590
86,1077,495
86,1011,432
86,530,683
86,1256,540
86,1144,416
86,828,394
86,1256,503
86,489,584
86,1220,306
87,1096,889
87,397,635
87,504,535
87,503,593
87,898,736
87,717,624
87,756,586
87,589,511
87,392,588
87,313,489
87,452,431
87,962,605
87,900,629
87,1077,425
87,336,571
87,523,471
87,989,435
87,655,465
87,337,597
87,1226,308
87,1129,558
87,1119,479
87,853,575
87,907,491
87,374,635
87,826,480
87,1024,403
87,379,445
87,840,332
87,1020,270
87,372,453
87,1129,585
87,375,594
87,1116,305
87,1135,386
87,1163,375
88,1238,683
88,1160,798
88,669,695
88,711,629
88,446,610
88,444,557
88,783,576
88,530,564
88,616,488
88,967,451
88,858,521
88,526,463
88,1124,435
88,1210,314
88,1015,416
88,297,506
88,1130,559
88,495,394
88,807,450
88,804,355
88,891,344
88,1130,585
88,1239,310
88,1145,299
88,1061,391
88,993,270
88,1046,350
88,1115,333
88,1101,274
89,700,665
89,470,602
89,782,586
89,569,495
89,1110,909
89,425,631
89,958,635
89,1073,523
89,517,471
89,1193,341
89,829,468
89,631,329
89,438,523
89,804,393
89,989,442
89,666,416
89,445,530
89,1127,562
89,574,352
89,1062,373
89,1150,379
89,967,284
89,860,377
89,671,292
89,535,470
89,923,308
89,1128,587
89,1021,276
89,1032,406
90,821,768
90,458,611
90,710,651
90,535,474
90,949,645
90,366,432
90,613,495
90,986,571
90,731,600
90,808,570
90,322,482
90,831,468
90,1112,461
90,1010,411
90,1070,396
90,960,455
90,1133,584
90,1134,560
90,943,300
90,625,322
90,415,543
90,574,357
90,1182,358
90,413,576
90,1003,270
90,1145,402
91,600,740
91,1191,760
91,872,716
91,348,443
91,730,721
91,484,481
91,1222,612
91,951,646
91,1064,533
91,532,458
91,546,536
91,897,485
91,761,595
91,650,467
91,1122,557
91,668,613
91,1028,402
91,685,614
91,1165,412
91,583,343
91,1177,335
91,831,480
91,1061,452
91,1110,381
91,280,525
91,693,405
91,1032,277
91,969,290
91,266,524
92,727,769
92,427,570
92,895,721
92,952,513
92,546,488
92,597,705
92,529,568
92,700,609
92,611,509
92,359,452
92,282,509
92,1262,555
92,618,437
92,1101,495
92,1018,408
92,831,482
92,1138,401
92,1135,558
92,618,784
92,512,452
92,1135,582
92,500,389
92,957,288
92,1230,313
92,858,373
92,927,311
92,896,331
92,506,422
92,590,343
92,634,322
93,455,569
93,652,688
93,913,678
93,333,598
93,1257,755
93,517,568
93,616,489
93,1184,800
93,318,473
93,832,482
93,984,438
93,494,403
93,602,432
93,804,347
93,1098,489
93,519,445
93,1139,573
93,1165,778
93,1252,615
93,903,330
93,585,348
93,930,303
93,871,349
93,1250,521
93,527,483
93,811,268
93,993,271
93,951,266
93,1196,315
93,1073,323
93,522,456
93,1244,647
94,1097,965
94,600,756
94,414,593
94,943,657
94,527,441
94,249,558
94,556,544
94,1140,579
94,484,541
94,439,430
94,261,503
94,984,438
94,1087,495
94,832,483
94,1030,420
94,692,411
94,595,342
94,348,465
94,521,492
94,871,357
94,792,366
94,235,546
94,822,346
94,1091,280
94,546,499
94,902,329
95,556,741
95,716,627
95,1157,883
95,865,764
95,454,446
95,773,575
95,468,574
95,318,477
95,670,738
95,584,507
95,524,471
95,467,511
95,614,451
95,1253,589
95,474,538
95,490,573
95,1111,503
95,992,455
95,1128,595
95,817,486
95,1128,561
95,1161,378
95,860,368
95,588,345
95,1136,311
95,852,294
95,793,355
95,1121,420
95,1035,428
95,1079,343
95,923,312
95,636,327
95,829,337
96,466,569
96,612,757
96,696,659
96,1215,786
96,777,609
96,530,470
96,602,461
96,803,564
96,358,457
96,660,409
96,514,385
96,1086,517
96,984,440
96,1048,374
96,1160,400
96,830,464
96,1225,311
96,1135,569
96,275,501
96,589,342
96,1147,338
96,1024,409
96,1133,598
96,1116,324
96,1138,277
96,262,471
96,1192,333
96,917,326
96,1078,351
96,856,382
97,692,643
97,530,472
97,505,559
97,589,495
97,859,775
97,813,561
97,403,428
97,330,469
97,1251,588
97,1032,394
97,993,433
97,1131,563
97,1058,535
97,817,452
97,684,406
97,1112,337
97,793,317
97,832,394
97,1173,363
97,588,353
97,427,503
97,1074,363
97,860,346
97,1023,277
97,1146,299
97,421,479
98,680,655
98,252,587
98,963,592
98,1170,819
98,454,596
98,751,597
98,569,505
98,310,481
98,1250,730
98,478,488
98,909,691
98,972,440
98,1065,531
98,524,460
98,457,555
98,830,484
98,651,467
98,1118,557
98,691,401
98,1085,370
98,816,483
98,1030,399
98,551,380
98,1120,456
98,1118,585
98,1134,327
98,454,521
98,641,321
98,1211,319
98,816,321
98,932,318
99,671,714
99,1189,856
99,511,524
99,389,591
99,753,612
99,914,480
99,1083,956
99,863,747
99,830,484
99,495,389
99,1012,614
99,1120,460
99,1000,454
99,526,471
99,878,745
99,1080,357
99,289,507
99,605,517
99,694,396
99,1138,563
99,406,441
99,1107,955
99,1164,289
99,1000,427
99,853,319
99,875,306
99,1043,273
99,675,297
99,1167,383
99,990,452
99,805,335
99,634,304
99,1137,594
99,1016,432
100,384,589
100,466,447
100,751,610
100,541,572
100,534,471
100,947,682
100,1202,731
100,876,531
100,619,472
100,1068,531
100,962,579
100,665,401
100,970,455
100,814,485
100,1023,404
100,398,436
100,1139,437
100,1122,560
100,1122,582
100,534,368
100,1095,348
100,290,504
100,810,403
101,575,713
101,803,781
101,836,634
101,957,657
101,525,448
101,750,596
101,433,626
101,980,459
101,293,508
101,603,458
101,567,533
101,834,516
101,1045,414
101,1130,560
101,610,426
101,1086,465
101,388,556
101,1198,356
101,388,539
101,1119,414
101,1099,327
101,1130,582
101,648,296
101,960,286
101,834,336
102,456,550
102,1171,794
102,652,793
102,567,725
102,700,657
102,528,473
102,266,582
102,353,454
102,799,671
102,597,515
102,750,593
102,245,539
102,1000,425
102,843,758
102,835,483
102,667,437
102,955,465
102,1120,456
102,1132,583
102,800,369
102,1096,359
102,1146,390
102,1132,559
102,569,371
102,1050,285
102,944,296
102,846,730
102,1194,365
102,1044,402
102,862,357
103,1145,860
103,644,714
103,760,598
103,1270,732
103,417,591
103,958,669
103,526,471
103,622,452
103,505,391
103,920,483
103,1093,491
103,395,649
103,824,483
103,667,412
103,986,439
103,264,499
103,263,516
103,1143,412
103,596,334
103,1133,579
103,1133,558
103,1025,421
103,376,448
103,804,365
103,1055,375
103,975,277
103,823,342
103,1083,363
103,926,314
103,1084,280
103,1115,344
103,401,471
104,1098,935
104,228,591
104,436,579
104,1214,810
104,904,733
104,759,602
104,562,499
104,325,483
104,960,649
104,508,556
104,551,372
104,919,487
104,525,474
104,507,576
104,994,429
104,826,483
104,1142,355
104,1129,558
104,1268,558
104,1198,350
104,1029,405
104,660,450
104,1093,456
104,1092,350
104,975,279
104,665,438
104,525,453
104,1030,275
104,870,360
104,1144,413
104,954,300
105,263,571
105,418,580
105,1131,938
105,337,458
105,949,647
105,1213,843
105,796,578
105,743,605
105,522,446
105,538,512
105,1236,598
105,1005,516
105,592,511
105,869,520
105,1130,580
105,1075,480
105,1166,716
105,1146,414
105,1191,705
105,830,393
105,983,399
105,819,484
105,1231,308
105,541,537
105,1272,506
105,1042,395
105,581,354
105,1174,712
105,864,362
105,1064,353
105,1120,326
105,927,305
106,692,654
106,796,849
106,390,589
106,528,471
106,784,568
106,1104,915
106,507,567
106,891,728
106,1220,653
106,608,493
106,1200,850
106,892,521
106,255,512
106,266,560
106,1210,705
106,1127,433
106,1003,438
106,541,367
106,1065,372
106,1129,580
106,379,449
106,1129,559
106,1154,365
106,847,379
106,688,374
106,1208,317
106,694,424
106,1092,353
106,821,450
106,1177,851
106,1145,287
107,618,713
107,264,593
107,1115,911
107,380,618
107,520,593
107,1176,748
107,758,789
107,361,438
107,531,469
107,961,654
107,776,582
107,295,514
107,857,544
107,706,627
107,1233,646
107,970,542
107,1067,500
107,778,716
107,501,384
107,638,465
107,1216,560
107,304,503
107,1001,419
107,820,383
107,665,408
107,1127,579
107,1125,433
107,813,486
107,975,433
107,1060,368
107,1217,583
107,1260,536
107,613,424
107,942,305
107,1151,293
107,894,337
108,629,766
108,728,644
108,414,581
108,499,516
108,933,681
108,1236,744
108,500,615
108,574,513
108,1062,519
108,826,550
108,908,479
108,529,454
108,257,503
108,1219,594
108,335,464
108,1024,416
108,1126,559
108,1126,581
108,1122,439
108,689,406
108,1050,271
108,1111,333
108,822,436
108,1220,309
108,1055,382
108,1143,318
109,528,472
109,687,671
109,1092,1015
109,248,563
109,790,668
109,1235,744
109,585,721
109,984,579
109,937,685
109,436,630
109,1225,595
109,1128,553
109,987,439
109,825,484
109,646,403
109,1222,621
109,1022,410
109,763,541
109,1187,368
109,1059,360
109,690,422
109,855,380
109,1255,550
109,418,630
109,794,354
109,1116,343
109,582,345
109,1128,580
110,742,613
110,536,474
110,506,553
110,1168,799
110,840,570
110,936,659
110,633,479
110,333,475
110,988,432
110,1237,634
110,1154,545
110,817,454
110,1019,421
110,828,359
110,1182,367
110,1085,367
110,1120,573
110,1251,489
110,687,403
110,1197,314
110,1045,392
110,1033,271
110,1147,396
110,580,345
110,592,344
111,1147,846
111,928,670
111,533,471
111,537,550
111,737,625
111,858,783
111,1231,703
111,981,579
111,810,715
111,1140,407
111,637,475
111,1088,494
111,608,449
111,1210,587
111,136,547
111,1028,399
111,783,570
111,1002,541
111,819,363
111,1132,560
111,698,395
111,988,420
111,610,427
111,825,485
111,1132,589
111,1091,355
111,948,294
112,459,552
112,812,823
112,531,472
112,681,665
112,1175,788
112,754,595
112,1244,686
112,902,714
112,801,563
112,956,609
112,1010,552
112,871,537
112,1100,484
112,1140,557
112,552,391
112,981,416
112,819,460
112,1244,525
112,1139,592
112,1213,345
112,631,324
112,835,400
112,1116,339
112,1064,375
112,1023,410
113,642,773
113,686,641
113,449,628
113,355,597
113,835,800
113,742,617
113,842,562
113,1190,748
113,972,631
113,528,473
113,598,506
113,496,401
113,1014,544
113,952,473
113,1130,558
113,1002,431
113,582,348
113,1065,371
113,1108,475
113,824,479
113,1180,379
113,1040,413
113,1097,354
113,934,296
113,1231,316
113,693,400
113,1131,586
114,856,778
114,460,622
114,721,715
114,533,472
114,762,576
114,893,667
114,958,592
114,311,490
114,440,431
114,1022,400
114,839,510
114,1130,557
114,627,492
114,664,419
114,522,574
114,902,483
114,1099,485
114,523,559
114,1137,280
114,1196,341
114,1084,364
114,886,289
114,884,346
114,961,296
114,579,349
114,1043,276
115,500,638
115,692,693
115,358,630
115,1244,712
115,710,617
115,955,654
115,458,549
115,525,470
115,989,430
115,773,586
115,564,530
115,261,553
115,628,478
115,1129,559
115,830,483
115,668,418
115,261,528
115,816,483
115,1070,388
115,1135,299
115,1232,310
115,1136,435
115,812,356
115,1130,583
115,1030,414
115,977,276
115,1056,273
115,617,321
116,696,645
116,463,627
116,804,566
116,1141,898
116,1179,767
116,816,816
116,960,469
116,366,593
116,476,543
116,552,466
116,540,554
116,1195,751
116,1141,559
116,1008,420
116,687,400
116,508,448
116,1253,574
116,1141,592
116,1137,418
116,862,369
116,1031,401
116,814,444
116,587,348
116,803,385
116,1065,378
116,1115,468
116,895,334
116,1092,272
116,989,272
117,427,576
117,1156,836
117,1255,696
117,1118,943
117,810,600
117,542,571
117,949,660
117,520,473
117,951,470
117,1210,318
117,1029,452
117,503,387
117,558,361
117,830,472
117,690,401
117,1253,542
117,1096,487
117,1133,559
117,514,455
117,1103,350
117,852,360
117,607,333
117,1030,269
117,1133,588
117,660,298
117,509,397
117,892,330
118,728,617
118,262,571
118,454,569
118,527,471
118,1108,946
118,668,695
118,365,620
118,871,756
118,990,443
118,879,532
118,512,388
118,422,429
118,1078,500
118,1130,559
118,1123,447
118,820,484
118,1054,403
118,940,305
118,698,407
118,429,447
118,586,338
118,1195,367
118,856,363
118,1082,361
118,1109,351
118,667,290
118,1207,324
119,462,557
119,686,670
119,448,629
119,1231,647
119,846,733
119,1099,991
119,743,612
119,946,682
119,579,491
119,529,472
119,1073,499
119,546,369
119,663,420
119,1122,558
119,832,484
119,985,442
119,1131,426
119,1115,344
119,265,526
119,1122,585
119,1207,309
119,789,351
119,1195,356
119,834,379
119,859,329
119,1079,368
120,1178,765
120,465,562
120,1120,878
120,667,677
120,770,853
120,1083,988
120,529,472
120,421,629
120,869,749
120,969,631
120,1244,584
120,322,471
120,261,509
120,1138,590
120,669,414
120,593,341
120,1010,436
120,831,485
120,1045,403
120,800,366
120,1089,501
120,909,322
120,1102,501
120,940,299
120,1150,399
120,833,350
120,1190,357
120,1136,415
120,1073,380
120,870,354
121,1099,925
121,1153,822
121,445,620
121,252,577
121,530,471
121,465,518
121,763,770
121,1154,587
121,673,409
121,850,769
121,944,660
121,600,496
121,364,609
121,467,586
121,748,599
121,1046,531
121,825,486
121,976,446
121,1129,420
121,498,384
121,497,429
121,1173,372
121,1073,442
121,1143,306
121,348,595
121,1110,329
121,1069,352
121,453,558
122,1095,927
122,866,781
122,710,662
122,431,627
122,1150,579
122,503,577
122,848,551
122,586,507
122,522,471
122,1064,531
122,1246,598
122,477,431
122,973,453
122,445,509
122,390,573
122,664,415
122,1125,439
122,1013,421
122,1094,341
122,1190,321
122,808,460
122,892,335
122,847,376
122,1179,368
122,1067,438
122,411,573
122,1133,322
122,592,345
122,1046,394
122,808,347
122,1044,344
122,662,291
123,751,596
123,878,712
123,381,572
123,469,552
123,546,544
123,965,638
123,441,625
123,1146,579
123,859,555
123,531,456
123,1037,413
123,619,488
123,435,553
123,1248,585
123,682,435
123,355,459
123,1123,447
123,958,545
123,826,467
123,617,426
123,1255,574
123,578,344
123,1079,364
123,1068,383
123,1161,362
123,444,578
123,1048,275
123,866,339
123,958,564
123,819,366
124,692,641
124,434,636
124,1063,538
124,356,583
124,906,486
124,500,563
124,627,746
124,630,473
124,1004,417
124,1152,397
124,345,465
124,1154,301
124,574,514
124,1128,579
124,1109,444
124,452,456
124,1032,396
124,525,442
124,507,374
124,914,321
124,384,560
124,884,356
124,836,343
124,812,363
124,1110,297
124,928,279
124,693,440
124,1076,369
124,384,579
124,882,266
124,1041,395
124,572,349
124,690,379
124,1263,544
125,661,779
125,1174,787
125,635,448
125,532,465
125,454,622
125,955,666
125,1031,468
125,831,485
125,361,599
125,448,539
125,541,374
125,327,460
125,691,441
125,1129,579
125,860,383
125,509,390
125,1190,345
125,1164,362
125,1128,555
125,432,536
125,943,308
125,1122,405
125,1102,468
125,1134,289
125,515,403
125,1065,272
125,1022,359
125,1272,461
125,1113,328
125,810,372
125,977,424
125,834,333
125,1074,372
125,680,388
125,781,267
125,863,305
125,828,268
125,349,555
125,977,381
126,469,560
126,1094,919
126,430,629
126,524,483
126,1245,584
126,614,498
126,869,763
126,325,471
126,951,679
126,960,456
126,831,486
126,1109,453
126,1008,423
126,1177,380
126,249,516
126,1131,556
126,1130,586
126,1045,400
126,796,360
126,860,370
126,861,296
126,616,333
126,263,558
126,527,408
126,542,454
126,1082,366
126,1113,368
126,1196,319
126,1129,303
126,833,309
127,744,607
127,537,451
127,911,498
127,884,762
127,400,649
127,323,602
127,277,519
127,831,484
127,972,452
127,1055,375
127,1129,553
127,1016,422
127,698,402
127,1125,465
127,568,342
127,1114,382
127,1066,373
127,559,538
127,630,323
127,896,341
127,860,290
127,1207,327
127,779,269
127,848,371
127,1147,362
127,1175,358
127,932,308
127,576,547
127,978,277
128,527,457
128,379,649
128,589,497
128,805,547
128,978,521
128,1023,460
128,1254,562
128,829,464
128,552,380
128,1128,553
128,1132,437
128,1071,382
128,970,414
128,1149,304
128,855,377
128,824,334
128,595,337
128,779,266
128,866,312
128,1125,454
128,1130,578
128,1016,368
128,926,316
129,742,616
129,1196,774
129,389,641
129,492,543
129,807,562
129,1042,519
129,989,427
129,524,435
129,649,468
129,557,542
129,1124,442
129,1256,577
129,524,381
129,1023,387
129,797,359
129,1207,325
129,694,411
129,1144,312
129,1121,329
129,1159,391
129,855,374
129,1044,380
129,819,345
129,1281,460
130,692,821
130,700,648
130,1170,805
130,441,612
130,839,620
130,1010,617
130,351,608
130,903,501
130,1246,598
130,541,456
130,520,545
130,989,431
130,837,386
130,1069,523
130,541,374
130,1131,581
130,816,464
130,961,526
130,1128,439
130,476,552
130,458,519
130,660,424
130,1026,407
130,1115,341
130,306,506
130,705,401
130,1131,557
130,1197,378
130,589,342
130,1059,371
130,1225,318
131,723,624
131,957,650
131,871,745
131,439,594
131,558,487
131,464,556
131,979,958
131,926,493
131,990,560
131,989,442
131,827,485
131,334,464
131,693,409
131,511,423
131,516,365
131,415,423
131,275,515
131,1129,556
131,602,331
131,276,501
131,1139,425
131,1010,424
131,1224,314
131,856,370
131,852,307
131,1086,374
131,802,312
131,636,304
131,1188,349
131,888,280
131,1041,391
132,651,686
132,859,773
132,531,459
132,342,607
132,767,589
132,942,654
132,412,413
132,614,449
132,1153,586
132,855,643
132,1062,558
132,473,559
132,344,461
132,506,377
132,986,433
132,1086,461
132,1100,461
132,599,326
132,815,479
132,1128,417
132,640,318
132,1019,407
132,795,361
132,1115,324
132,416,435
132,1179,377
132,1198,321
132,1264,484
132,1053,391
132,864,381
132,1021,271
133,758,612
133,951,626
133,604,453
133,849,662
133,346,610
133,487,581
133,523,457
133,462,424
133,1144,1040
133,681,409
133,422,537
133,1071,518
133,983,434
133,1126,539
133,1123,886
133,369,446
133,820,480
133,358,607
133,488,521
133,498,554
133,1027,404
133,346,559
133,1067,375
133,1118,445
133,602,329
133,1148,403
133,1119,962
133,1258,579
133,1021,275
133,818,341
133,1120,335
134,1159,934
134,362,615
134,708,623
134,1175,759
134,528,454
134,761,671
134,279,493
134,586,486
134,820,484
134,1106,543
134,1229,686
134,1064,534
134,515,375
134,686,396
134,1007,426
134,583,434
134,1115,444
134,592,342
134,854,373
134,261,464
134,1050,399
134,998,266
134,818,345
134,882,314
134,992,426
134,788,353
134,1207,323
134,1091,352
134,1138,322
134,1040,274
135,590,704
135,464,547
135,406,622
135,773,559
135,1221,593
135,940,694
135,1217,751
135,935,514
135,560,515
135,1095,540
135,406,433
135,532,412
135,287,483
135,1052,537
135,991,431
135,1125,436
135,506,376
135,520,486
135,1059,382
135,670,438
135,408,678
135,824,483
135,791,357
135,667,392
135,1220,315
135,1042,269
135,1162,377
135,1088,360
135,949,297
135,1121,325
135,818,342
135,878,288
135,1258,530
136,1215,796
136,825,866
136,238,565
136,448,557
136,683,717
136,513,592
136,792,623
136,591,504
136,406,643
136,535,459
136,349,620
136,1209,586
136,1109,920
136,1056,515
136,825,485
136,633,457
136,907,717
136,1122,550
136,1129,441
136,341,460
136,1252,566
136,1134,322
136,1032,391
136,689,395
136,559,378
136,405,669
136,1093,354
136,1005,426
136,821,348
136,1066,369
136,596,334
136,1234,311
136,795,356
136,856,310
136,1213,319
137,816,769
137,1184,777
137,752,615
137,432,631
137,565,513
137,1257,711
137,530,436
137,419,428
137,664,406
137,825,485
137,1058,438
137,1213,593
137,995,446
137,1249,531
137,530,377
137,1127,550
137,349,464
137,425,450
137,1234,319
137,601,333
137,831,398
137,1021,413
137,1148,436
137,1055,344
137,809,334
137,1081,366
137,1273,479
137,528,359
138,265,577
138,701,640
138,449,624
138,435,554
138,497,486
138,1173,794
138,535,460
138,893,513
138,606,461
138,825,485
138,292,485
138,386,428
138,1253,681
138,982,430
138,1132,563
138,574,349
138,1131,594
138,1084,406
138,1136,432
138,385,600
138,385,622
138,634,325
138,1249,562
138,836,380
138,1020,407
138,1194,332
138,988,273
138,346,449
138,1211,318
138,948,302
138,1129,320
138,1118,389
138,1073,332
139,733,613
139,610,738
139,1202,764
139,462,627
139,383,556
139,536,457
139,489,574
139,664,409
139,1130,586
139,985,435
139,309,459
139,831,482
139,266,517
139,1129,430
139,605,500
139,1019,408
139,557,378
139,436,442
139,1091,367
139,431,419
139,913,319
139,1145,302
139,593,342
139,1197,335
139,1114,307
139,820,346
139,871,357
140,700,637
140,431,632
140,482,588
140,604,448
140,371,444
140,1131,583
140,572,527
140,841,625
140,505,439
140,533,447
140,981,441
140,1027,405
140,832,468
140,278,500
140,1261,554
140,1135,432
140,663,412
140,1228,306
140,1132,323
140,1082,365
140,696,407
140,1051,382
140,1259,508
140,942,299
140,867,295
140,781,270
141,544,747
141,809,554
141,1054,1002
141,1184,787
141,541,457
141,609,494
141,1151,587
141,997,498
141,692,426
141,352,460
141,288,556
141,617,432
141,1105,459
141,559,372
141,853,377
141,274,503
141,1058,390
141,980,390
141,1083,359
141,1022,409
141,661,385
141,1246,315
141,1137,318
141,815,337
141,569,376
141,809,444
142,236,579
142,743,598
142,446,631
142,1166,964
142,540,514
142,472,581
142,608,490
142,530,423
142,1125,552
142,1000,436
142,832,483
142,1032,411
142,1053,537
142,449,508
142,653,307
142,1076,376
142,537,441
142,287,501
142,531,468
142,471,457
142,300,510
142,1165,390
142,1116,349
142,844,332
142,814,342
142,968,281
142,1125,578
142,1104,467
142,886,345
142,938,309
142,483,480
143,1207,876
143,457,557
143,1098,975
143,422,642
143,337,581
143,977,602
143,557,542
143,770,639
143,913,481
143,905,659
143,543,443
143,1061,513
143,832,481
143,906,627
143,1137,581
143,1257,572
143,769,534
143,993,438
143,465,573
143,693,407
143,1135,434
143,637,437
143,1066,379
143,634,320
143,1024,404
143,1091,357
143,1062,357
143,752,515
143,1140,318
144,1182,900
144,724,652
144,470,563
144,1226,653
144,425,633
144,820,481
144,517,558
144,952,677
144,607,496
144,530,493
144,657,420
144,987,427
144,530,426
144,1057,377
144,554,376
144,1127,545
144,897,315
144,1125,445
144,1128,576
144,1084,364
144,1020,409
144,1184,361
144,1122,346
144,799,352
144,636,319
144,595,335
144,878,285
144,496,391
145,420,591
145,540,445
145,861,552
145,939,479
145,660,412
145,557,558
145,1129,582
145,1021,401
145,1105,466
145,487,394
145,556,376
145,1148,404
145,891,332
145,602,338
145,632,321
145,814,464
145,1129,296
145,1214,316
145,861,318
145,1058,380
145,1160,332
145,800,358
145,921,313
145,1177,373
145,827,345
145,944,309
145,1104,489
145,818,250
146,448,565
146,687,648
146,379,605
146,270,608
146,540,457
146,744,600
146,941,674
146,596,511
146,1105,546
146,824,490
146,1061,537
146,655,417
146,988,422
146,508,454
146,1137,413
146,288,502
146,1076,463
146,400,432
146,1223,309
146,859,363
146,802,348
146,1028,402
146,1117,319
146,583,339
146,341,467
146,1072,371
146,637,315
146,832,309
146,898,337
146,1193,353
146,1162,379
147,684,651
147,1231,689
147,219,583
147,512,583
147,900,724
147,543,457
147,983,448
147,656,441
147,344,461
147,955,660
147,444,528
147,1063,493
147,963,591
147,1148,600
147,1226,315
147,587,336
147,1020,416
147,820,490
147,1259,500
147,1196,337
147,1121,427
147,635,321
147,858,371
147,659,399
147,672,410
147,825,341
147,1143,388
147,1074,369
147,792,349
148,704,763
148,1203,831
148,1081,1002
148,299,626
148,846,810
148,335,460
148,966,638
148,676,635
148,520,569
148,869,698
148,772,537
148,596,490
148,975,546
148,985,433
148,1128,586
148,1077,523
148,681,440
148,975,570
148,1057,384
148,524,425
148,509,489
148,1121,438
148,1128,553
148,1208,309
148,1255,559
148,806,546
148,1119,326
148,1032,412
148,821,490
148,561,444
148,790,362
148,1162,350
148,1156,404
149,472,562
149,241,577
149,1224,658
149,378,589
149,642,687
149,1170,945
149,849,765
149,562,513
149,617,495
149,528,432
149,960,456
149,421,421
149,1053,529
149,859,668
149,298,497
149,1126,579
149,795,366
149,820,489
149,1126,558
149,1066,384
149,692,393
149,1116,348
149,1140,430
149,1023,419
149,596,321
149,1086,367
149,1055,276
149,932,311
149,657,301
150,1194,771
150,720,640
150,1092,943
150,847,779
150,507,573
150,550,497
150,388,434
150,957,663
150,456,439
150,942,483
150,1153,592
150,447,503
150,625,489
150,304,491
150,527,412
150,803,359
150,1234,308
150,1035,477
150,820,490
150,1110,499
150,992,427
150,308,477
150,838,350
150,1140,309
150,624,326
150,1185,328
150,1065,386
150,669,294
150,1141,398
151,1171,824
151,1244,683
151,759,597
151,432,622
151,467,569
151,269,520
151,546,458
151,951,674
151,881,511
151,715,731
151,962,459
151,357,458
151,1014,427
151,1128,587
151,1129,555
151,1120,448
151,820,491
151,1051,395
151,673,607
151,1045,263
151,626,318
151,662,295
151,1134,295
152,614,751
152,1185,766
152,515,609
152,745,712
152,410,594
152,748,591
152,610,491
152,540,457
152,992,574
152,453,561
152,554,369
152,1121,551
152,691,405
152,958,461
152,998,433
152,820,488
152,1105,465
152,1080,381
152,1124,411
152,1180,380
152,1111,340
152,377,446
152,838,386
152,790,365
153,745,604
153,328,590
153,956,529
153,813,561
153,543,446
153,1151,586
153,535,563
153,282,500
153,1099,992
153,499,434
153,1062,382
153,1106,497
153,1008,428
153,695,406
153,798,353
153,539,544
153,598,338
153,1177,366
153,637,312
153,1118,319
153,678,296
153,973,284
153,1082,364
154,534,457
154,415,602
154,593,509
154,1153,580
154,968,461
154,1247,583
154,665,417
154,1084,494
154,1001,419
154,820,488
154,1081,345
154,841,363
154,1065,384
154,1190,311
154,1235,314
154,974,301
154,1152,559
154,868,298
154,1114,337
154,630,321
154,1132,427
154,884,339
154,820,261
154,893,271
154,781,267
155,463,557
155,705,665
155,1228,612
155,939,470
155,594,496
155,542,490
155,1129,580
155,1026,466
155,1087,494
155,821,490
155,695,401
155,521,429
155,1129,557
155,844,372
155,1083,353
155,834,302
155,559,354
155,1209,322
155,1124,427
155,988,275
155,920,316
155,558,368
156,1249,575
156,1146,583
156,1048,521
156,537,534
156,615,474
156,297,490
156,390,440
156,821,491
156,998,471
156,663,416
156,537,434
156,1148,403
156,836,369
156,1103,432
156,1065,383
156,1189,346
156,1094,347
156,1078,267
156,1011,391
156,1214,319
156,1023,355
156,543,450
156,900,332
156,1123,311
156,580,346
156,530,426
156,1045,278
156,866,313
156,953,300
156,819,261
157,403,577
157,743,621
157,944,655
157,1164,783
157,520,494
157,570,540
157,571,517
157,901,486
157,989,424
157,336,470
